id,pack_id,openset_id,name,description,body_parts,category,equipment,difficulty,common_dimensions,media,metadata,created_at,updated_at,version,source_exercise_id,source_version
435aa4c0-81f8-4386-a400-c29c4cab8b2b,a0000000-0000-0000-0000-000000000001,romanian_deadlift,"{""en"": ""Romanian Deadlift"", ""hr"": ""Rumunjsko mrtvo dizanje"", ""pt"": ""Levantamento terra romeno""}","{""en"": ""A hinge with controlled descent emphasizing hamstrings."", ""hr"": ""Pokret u kukovima s kontroliranim spustanjem."", ""pt"": ""Movimento com descida controlada enfatizando posteriores.""}","[""lower_body""]",hinge,"[""barbell"",""dumbbell""]",2,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/romanian_deadlift/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/romanian_deadlift/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""RDL""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""glutes"", ""hamstrings""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,5,,
4416a044-7764-467c-8c2f-9ec5429c8a8d,a0000000-0000-0000-0000-000000000001,crunch,"{""en"": ""Crunch"", ""hr"": ""Trbusnjaci"", ""pt"": ""Abdominal""}","{""en"": ""Core exercise curling upper body toward knees."", ""hr"": ""Vjezba za trbuh savijanjem gornjeg dijela tijela."", ""pt"": ""Exercicio de core curvando o tronco em direcao aos joelhos.""}","[""core""]",rotation,[],1,"[[""reps""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/crunch/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/crunch/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Ab Crunch""], ""mechanic"": ""isolation"", ""laterality"": ""bilateral"", ""target_muscles"": [""abs""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
46d2cc31-3105-45a0-a3a4-d59b10b4740f,a0000000-0000-0000-0000-000000000001,lateral_raise,"{""en"": ""Lateral Raise"", ""hr"": ""Bocno podizanje"", ""pt"": ""Elevacao lateral""}","{""en"": ""Isolation movement raising arms to the sides."", ""hr"": ""Izolacijski pokret podizanja ruku u stranu."", ""pt"": ""Movimento de isolamento elevando bracos para os lados.""}","[""upper_body""]",push,"[""dumbbell""]",1,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/lateral_raise/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/lateral_raise/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Side Raise""], ""mechanic"": ""isolation"", ""laterality"": ""bilateral"", ""target_muscles"": [""shoulders""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,5,,
4798fbd0-2f52-4eee-a2ce-7e540ec21d74,a0000000-0000-0000-0000-000000000001,burpee,"{""en"": ""Burpee"", ""hr"": ""Burpee"", ""pt"": ""Burpee""}","{""en"": ""Full-body movement combining squat, push-up, and jump."", ""hr"": ""Vjezba cijelog tijela koja kombinira cucanj, sklek i skok."", ""pt"": ""Movimento de corpo inteiro combinando agachamento, flexao e salto.""}","[""full_body""]",gait,[],1,"[[""reps""], [""duration""]]",{},"{""aliases"": [], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""chest"", ""core"", ""quads""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,3,,
488be75c-e935-450d-924f-a06feaa8825c,a0000000-0000-0000-0000-000000000001,inverted_row,"{""en"": ""Inverted Row"", ""hr"": ""Obrnuto veslanje"", ""pt"": ""Remada invertida""}","{""en"": ""Horizontal bodyweight pull beneath a bar."", ""hr"": ""Horizontalno povlacenje tjelesnom tezinom ispod sipke."", ""pt"": ""Puxada horizontal com peso corporal sob uma barra.""}","[""upper_body""]",pull,"[""pull_up_bar"",""smith_machine""]",1,"[[""reps""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/inverted_row/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/inverted_row/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Australian Pull Up"", ""Body Row""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""lats"", ""rhomboids""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
4b51f86d-477e-4a5a-8173-88332f1c955b,a0000000-0000-0000-0000-000000000001,barbell_row,"{""en"": ""Barbell Row"", ""hr"": ""Veslanje sipkom"", ""pt"": ""Remada com barra""}","{""en"": ""Horizontal pull rowing a barbell toward the torso."", ""hr"": ""Horizontalno povlacenje sipke prema trupu."", ""pt"": ""Puxada horizontal remando a barra ao tronco.""}","[""upper_body""]",pull,"[""barbell""]",2,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/barbell_row/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/barbell_row/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Bent-Over Row""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""lats"", ""rhomboids""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
5597b038-9a2a-476e-aaee-1abfec12ca3b,a0000000-0000-0000-0000-000000000001,rowing_machine,"{""en"": ""Rowing Machine"", ""hr"": ""Veslo masina"", ""pt"": ""Remo ergometro""}","{""en"": ""Full-body cardiovascular exercise on a rowing machine."", ""hr"": ""Kardiovaskularna vjezba cijelog tijela na veslo masini."", ""pt"": ""Exercicio cardiovascular de corpo inteiro no remo.""}","[""cardio""]",pull,"[""rowing_machine""]",1,"[[""distance""], [""duration""], [""calories""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/rowing_machine/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/rowing_machine/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Erg Row"", ""Indoor Rowing""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""lats"", ""quads""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,6,,
562fddda-e156-46c6-a541-76a58b1a04a3,a0000000-0000-0000-0000-000000000001,step_up,"{""en"": ""Step Up"", ""hr"": ""Koracanje na povisenost"", ""pt"": ""Step up""}","{""en"": ""Stepping onto an elevated surface."", ""hr"": ""Koracanje na povisenu povrsinu."", ""pt"": ""Subir em uma superficie elevada.""}","[""lower_body""]",squat,"[""box"",""bench""]",1,"[[""reps"", ""load""], [""reps"", ""sides""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/step_up/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/step_up/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Box Step Up""], ""mechanic"": ""compound"", ""laterality"": ""unilateral"", ""target_muscles"": [""glutes"", ""quads""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
5719b622-318e-4d77-ab61-dd854b70784c,a0000000-0000-0000-0000-000000000001,swimming,"{""en"": ""Swimming"", ""hr"": ""Plivanje"", ""pt"": ""Natacao""}","{""en"": ""Full-body cardiovascular exercise in water."", ""hr"": ""Kardiovaskularna vjezba cijelog tijela u vodi."", ""pt"": ""Exercicio cardiovascular de corpo inteiro na agua.""}","[""cardio""]",pull,[],1,"[[""distance""], [""duration""], [""calories""]]",{},"{""aliases"": [], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""lats"", ""shoulders""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,3,,
59e40f52-e47d-4789-a7a2-3ce100affec2,a0000000-0000-0000-0000-000000000001,leg_curl,"{""en"": ""Leg Curl"", ""hr"": ""Pregib nogu"", ""pt"": ""Flexao de pernas""}","{""en"": ""Machine isolation exercise for hamstrings."", ""hr"": ""Izolacijska vjezba na masini za straznju lozu."", ""pt"": ""Exercicio de isolamento em maquina para posteriores.""}","[""lower_body""]",hinge,"[""leg_curl_machine""]",1,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/leg_curl/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/leg_curl/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Hamstring Curl""], ""mechanic"": ""isolation"", ""laterality"": ""bilateral"", ""target_muscles"": [""hamstrings""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
5e45e15f-d764-4d0c-8d75-e7cf7a8b7263,a0000000-0000-0000-0000-000000000001,sled_push,"{""en"": ""Sled Push"", ""hr"": ""Guranje saonica"", ""pt"": ""Empurrar o treno""}","{""en"": ""Pushing a weighted sled for conditioning."", ""hr"": ""Guranje opterecenih saonica za kondiciju."", ""pt"": ""Empurrar um treno com peso para condicionamento.""}","[""full_body""]",carry,"[""sled""]",2,"[[""distance"", ""load""], [""duration""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/sled_push/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/sled_push/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Prowler Push""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""glutes"", ""quads""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,6,,
60d01b98-aa75-455a-b62c-577cbc021b42,a0000000-0000-0000-0000-000000000001,pull_up,"{""en"": ""Pull Up"", ""hr"": ""Zgib"", ""pt"": ""Barra fixa""}","{""en"": ""Vertical pull from a hanging position, overhand grip."", ""hr"": ""Vertikalno povlacenje iz viseceg polozaja."", ""pt"": ""Puxada vertical a partir de posicao suspensa.""}","[""upper_body""]",pull,"[""pull_up_bar""]",2,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/pull_up/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/pull_up/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Pullup""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""biceps"", ""lats""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,6,,
61346223-99c6-40b0-b665-568e80f22e9d,a0000000-0000-0000-0000-000000000001,incline_bench_press,"{""en"": ""Incline Bench Press"", ""hr"": ""Kosi potisak"", ""pt"": ""Supino inclinado""}","{""en"": ""Press on an incline bench for upper chest."", ""hr"": ""Potisak na kosoj klupi za gornji dio prsiju."", ""pt"": ""Pressao em banco inclinado para peitoral superior.""}","[""upper_body""]",push,"[""barbell"",""incline_bench""]",1,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/incline_bench_press/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/incline_bench_press/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Incline Barbell Bench Press""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""triceps"", ""upper_chest""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,5,,
670f9d47-e749-49d0-92c8-f8d7befe2c31,a0000000-0000-0000-0000-000000000001,bodyweight_squat,"{""en"": ""Bodyweight Squat"", ""hr"": ""Cucanj bez opterecenja"", ""pt"": ""Agachamento livre""}","{""en"": ""A basic squat with no external load."", ""hr"": ""Osnovni cucanj bez vanjskog opterecenja."", ""pt"": ""Agachamento basico sem carga externa.""}","[""lower_body""]",squat,[],1,"[[""reps""], [""duration""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/bodyweight_squat/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/bodyweight_squat/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Air Squat""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""glutes"", ""quads""]}",2026-03-22 20:46:15.103267+00,2026-04-02 08:30:03.842531+00,7,,
7346e47c-57b6-4389-96c0-4f7c9304ea9f,a0000000-0000-0000-0000-000000000001,tricep_pushdown,"{""en"": ""Tricep Pushdown"", ""hr"": ""Potisak tricepsa na kablu"", ""pt"": ""Triceps na polia""}","{""en"": ""Cable isolation exercise pushing down for triceps."", ""hr"": ""Izolacijska vjezba na kablu za triceps."", ""pt"": ""Exercicio de isolamento em cabo para triceps.""}","[""upper_body""]",push,"[""cable_machine""]",1,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/tricep_pushdown/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/tricep_pushdown/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Triceps Pushdown"", ""Cable Pushdown""], ""mechanic"": ""isolation"", ""laterality"": ""bilateral"", ""target_muscles"": [""triceps""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
75f762a5-24c9-4927-bc30-652e219222b1,a0000000-0000-0000-0000-000000000001,leg_press,"{""en"": ""Leg Press"", ""hr"": ""Potisak nogama"", ""pt"": ""Leg press""}","{""en"": ""A machine-based lower-body press."", ""hr"": ""Masinski potisak za donji dio tijela."", ""pt"": ""Exercicio em maquina para membros inferiores.""}","[""lower_body""]",squat,"[""leg_press_machine""]",1,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/leg_press/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/leg_press/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Machine Leg Press""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""glutes"", ""quads""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,5,,
79656bed-80b1-4d86-b772-94d8c23da086,a0000000-0000-0000-0000-000000000001,bicep_curl,"{""en"": ""Bicep Curl"", ""hr"": ""Pregib bicepsa"", ""pt"": ""Rosca biceps""}","{""en"": ""An isolation exercise curling weight from extension to flexion."", ""hr"": ""Izolacijska vjezba pregibanja utega."", ""pt"": ""Exercicio de isolamento curvando o peso.""}","[""upper_body""]",pull,"[""dumbbell"",""barbell""]",1,"[[""reps"", ""load""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/bicep_curl/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/bicep_curl/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Dumbbell Curl""], ""mechanic"": ""isolation"", ""laterality"": ""bilateral"", ""target_muscles"": [""biceps""]}",2026-03-22 20:47:22.415233+00,2026-04-01 05:48:06.757208+00,5,,
7a8a5230-632a-4671-b1f9-f7c74d02eee3,a0000000-0000-0000-0000-000000000001,push_up,"{""en"": ""Push Up"", ""hr"": ""Sklekovi"", ""pt"": ""Flexao de braco""}","{""en"": ""Bodyweight horizontal press from the floor."", ""hr"": ""Horizontalni potisak tjelesnom tezinom."", ""pt"": ""Pressao horizontal com peso corporal.""}","[""upper_body""]",push,[],1,"[[""reps""]]","{""photos"": [{""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/push_up/0.jpg"", ""label"": ""Starting position""}, {""url"": ""https://cqczelynlsuxotovhxoq.supabase.co/storage/v1/object/public/media/openset/exercises/push_up/1.jpg"", ""label"": ""End position""}]}","{""aliases"": [""Pushup""], ""mechanic"": ""compound"", ""laterality"": ""bilateral"", ""target_muscles"": [""chest"", ""triceps""]}",2026-03-22 20:46:15.103267+00,2026-04-01 05:48:06.757208+00,5,,
